# Plain UART-style lines
# speed=1.0
T,DIR,ANG_PCT,STEER,PWM_MS,FPS
1767060964.23,RIGHT,18,+0.185,1.592,17.27
1767060964.34,RIGHT,17,+0.179,1.589,17.27
1767060964.44,RIGHT,16,+0.167,1.583,17.27
1767060964.55,RIGHT,15,+0.157,1.578,17.27
1767060964.65,RIGHT,15,+0.150,1.575,17.27
1767060964.76,RIGHT,14,+0.145,1.573,17.27
1767060964.86,RIGHT,14,+0.143,1.572,17.27
1767060964.96,RIGHT,14,+0.146,1.573,17.27
1767060965.07,RIGHT,14,+0.150,1.575,17.27
1767060965.22,RIGHT,15,+0.154,1.577,19.21
1767060965.36,RIGHT,15,+0.155,1.577,19.21
1767060965.46,RIGHT,15,+0.152,1.576,19.21
1767060965.56,RIGHT,15,+0.155,1.578,19.21
1767060965.71,RIGHT,16,+0.168,1.584,19.21
1767060965.85,RIGHT,17,+0.178,1.589,19.21
1767060965.99,RIGHT,18,+0.189,1.595,19.21
1767060966.13,RIGHT,22,+0.222,1.611,19.21
1767060966.27,RIGHT,24,+0.247,1.623,20.87
1767060966.42,RIGHT,24,+0.243,1.622,20.87
1767060966.55,RIGHT,22,+0.227,1.613,20.87
1767060966.69,RIGHT,19,+0.193,1.597,20.87
1767060966.82,RIGHT,17,+0.176,1.588,20.87
1767060966.97,RIGHT,15,+0.154,1.577,20.87
1767060967.11,RIGHT,16,+0.169,1.585,20.87
1767060967.25,RIGHT,19,+0.200,1.600,21.47
1767060967.39,RIGHT,23,+0.230,1.615,21.47
1767060967.53,RIGHT,25,+0.253,1.627,21.47
1767060967.67,RIGHT,25,+0.254,1.627,21.47
1767060967.80,RIGHT,24,+0.247,1.623,21.47
1767060967.93,RIGHT,23,+0.231,1.616,21.47
1767060968.07,RIGHT,20,+0.209,1.604,21.47
1767060968.22,RIGHT,18,+0.189,1.595,21.47
1767060968.35,RIGHT,18,+0.182,1.591,21.67
1767060968.50,RIGHT,17,+0.176,1.588,21.67
1767060968.63,RIGHT,17,+0.173,1.586,21.67
1767060968.76,RIGHT,16,+0.168,1.584,21.67
1767060968.90,RIGHT,16,+0.169,1.585,21.67
1767060969.04,RIGHT,16,+0.170,1.585,21.67
1767060969.17,RIGHT,16,+0.167,1.584,21.67
1767060969.32,RIGHT,16,+0.168,1.584,21.99
1767060969.46,RIGHT,16,+0.167,1.583,21.99
1767060969.56,RIGHT,16,+0.166,1.583,21.99
1767060969.70,RIGHT,16,+0.165,1.583,21.99
1767060969.84,RIGHT,16,+0.167,1.583,21.99
1767060969.98,RIGHT,16,+0.164,1.582,21.99
1767060970.12,RIGHT,16,+0.163,1.582,21.99
1767060970.25,RIGHT,16,+0.166,1.583,21.99
1767060970.40,RIGHT,17,+0.171,1.586,21.12
1767060970.53,RIGHT,18,+0.181,1.591,21.12
1767060970.67,RIGHT,18,+0.188,1.594,21.12
1767060970.81,RIGHT,17,+0.179,1.590,21.12
1767060970.94,RIGHT,18,+0.181,1.590,21.12
1767060971.08,RIGHT,17,+0.177,1.588,21.12
1767060971.22,RIGHT,17,+0.172,1.586,21.12
1767060971.35,RIGHT,16,+0.165,1.583,22.06
1767060971.49,RIGHT,13,+0.134,1.567,22.06
1767060971.63,RIGHT,8,+0.088,1.544,22.06
1767060971.77,RIGHT,12,+0.121,1.561,22.06
1767060971.91,RIGHT,9,+0.096,1.548,22.06
1767060972.05,STRAIGHT,0,+0.000,1.500,22.06
1767060972.20,LEFT,22,-0.227,1.386,22.06
1767060972.34,LEFT,19,-0.193,1.403,22.06
1767060972.48,LEFT,15,-0.151,1.425,21.24
1767060972.62,STRAIGHT,0,+0.000,1.500,21.24
1767060972.76,RIGHT,12,+0.124,1.562,21.24
1767060972.90,RIGHT,18,+0.189,1.594,21.24
1767060973.04,RIGHT,23,+0.230,1.615,21.24
1767060973.17,RIGHT,24,+0.249,1.625,21.24
1767060973.32,RIGHT,22,+0.228,1.614,21.24
1767060973.46,RIGHT,15,+0.153,1.577,21.38
1767060973.60,STRAIGHT,0,+0.000,1.500,21.38
1767060973.74,STRAIGHT,0,+0.000,1.500,21.38
1767060973.87,STRAIGHT,0,+0.000,1.500,21.38
1767060974.01,STRAIGHT,0,+0.000,1.500,21.38
1767060974.11,STRAIGHT,0,+0.000,1.500,21.38
1767060974.24,RIGHT,8,+0.081,1.540,21.38
1767060974.38,RIGHT,10,+0.107,1.554,21.38
1767060974.52,RIGHT,11,+0.120,1.560,21.68
1767060974.65,RIGHT,11,+0.119,1.559,21.68
1767060974.78,RIGHT,11,+0.117,1.559,21.68
1767060974.92,RIGHT,11,+0.111,1.556,21.68
1767060975.06,RIGHT,9,+0.095,1.548,21.68
1767060975.19,STRAIGHT,0,+0.000,1.500,21.68
1767060975.33,STRAIGHT,0,+0.000,1.500,21.68
1767060975.47,STRAIGHT,0,+0.000,1.500,22.01
1767060975.62,STRAIGHT,0,+0.000,1.500,22.01
1767060975.75,STRAIGHT,0,+0.000,1.500,22.01
1767060975.90,LEFT,9,-0.094,1.453,22.01
1767060976.03,LEFT,11,-0.118,1.441,22.01
1767060976.17,LEFT,13,-0.132,1.434,22.01
1767060976.30,LEFT,14,-0.144,1.428,22.01
1767060976.44,LEFT,15,-0.151,1.425,22.01
1767060976.58,LEFT,15,-0.155,1.423,21.68
1767060976.72,LEFT,15,-0.158,1.421,21.68
1767060976.85,LEFT,15,-0.160,1.420,21.68
1767060977.00,LEFT,16,-0.161,1.419,21.68
1767060977.13,LEFT,16,-0.161,1.419,21.68
1767060977.27,LEFT,16,-0.162,1.419,21.68
1767060977.41,LEFT,16,-0.163,1.419,21.68
1767060977.54,LEFT,16,-0.161,1.419,21.78
1767060977.68,LEFT,22,-0.226,1.387,21.78
1767060977.81,LEFT,29,-0.293,1.353,21.78
1767060977.94,LEFT,33,-0.330,1.335,21.78
1767060978.08,LEFT,35,-0.353,1.323,21.78
1767060978.22,LEFT,36,-0.365,1.317,21.78
1767060978.36,LEFT,37,-0.371,1.314,21.78
1767060978.49,LEFT,37,-0.374,1.313,21.78
1767060978.63,LEFT,37,-0.376,1.312,22.09
1767060978.77,LEFT,37,-0.377,1.312,22.09
1767060978.91,LEFT,37,-0.377,1.312,22.09
1767060979.04,LEFT,37,-0.377,1.311,22.09
