# Plain UART-style lines
# speed=1.5
T,DIR,ANG_PCT,STEER,PWM_MS,FPS
1767060824.27,STRAIGHT,0,+0.000,1.500,25.00
1767060824.39,STRAIGHT,0,+0.000,1.500,24.27
1767060824.51,STRAIGHT,0,+0.000,1.500,24.27
1767060824.62,RIGHT,9,+0.100,1.550,24.27
1767060824.74,RIGHT,11,+0.114,1.557,24.27
1767060824.86,RIGHT,11,+0.119,1.559,24.27
1767060824.98,RIGHT,11,+0.118,1.559,24.27
1767060825.09,RIGHT,11,+0.113,1.557,24.27
1767060825.21,RIGHT,10,+0.101,1.550,24.27
1767060825.34,RIGHT,8,+0.080,1.540,24.27
1767060825.45,STRAIGHT,0,+0.000,1.500,24.90
1767060825.57,STRAIGHT,0,+0.000,1.500,24.90
1767060825.69,STRAIGHT,0,+0.000,1.500,24.90
1767060825.81,STRAIGHT,0,+0.000,1.500,24.90
1767060825.93,STRAIGHT,0,+0.000,1.500,24.90
1767060826.06,LEFT,10,-0.103,1.449,24.90
1767060826.16,LEFT,12,-0.123,1.439,24.90
1767060826.28,LEFT,13,-0.135,1.432,24.90
1767060826.39,LEFT,14,-0.147,1.427,24.90
1767060826.51,LEFT,15,-0.151,1.424,25.23
1767060826.62,LEFT,15,-0.156,1.422,25.23
1767060826.73,LEFT,15,-0.158,1.421,25.23
1767060826.85,LEFT,16,-0.161,1.420,25.23
1767060826.97,LEFT,16,-0.162,1.419,25.23
1767060827.09,LEFT,16,-0.162,1.419,25.23
1767060827.21,LEFT,16,-0.163,1.419,25.23
1767060827.32,LEFT,16,-0.163,1.419,25.23
1767060827.43,LEFT,17,-0.173,1.413,25.84
1767060827.56,LEFT,25,-0.255,1.372,25.84
1767060827.67,LEFT,30,-0.307,1.346,25.84
1767060827.79,LEFT,33,-0.340,1.330,25.84
1767060827.91,LEFT,35,-0.358,1.321,25.84
1767060828.03,LEFT,36,-0.368,1.316,25.84
1767060828.16,LEFT,37,-0.372,1.314,25.84
1767060828.28,LEFT,37,-0.375,1.313,25.84
1767060828.40,LEFT,37,-0.376,1.312,25.84
1767060828.52,LEFT,37,-0.377,1.312,24.86
1767060828.63,LEFT,37,-0.377,1.311,24.86
