t,dir,ang_pct,steer,pwm_ms,fps,source_file
1767060846.83,RIGHT,17,0.174,1.587,25.41,uart_speed2.csv
1767060846.96,STRAIGHT,0,0.0,1.5,25.41,uart_speed2.csv
1767060847.07,STRAIGHT,0,0.0,1.5,25.41,uart_speed2.csv
1767060847.19,STRAIGHT,0,0.0,1.5,25.41,uart_speed2.csv
1767060847.31,STRAIGHT,0,0.0,1.5,25.22,uart_speed2.csv
1767060847.43,RIGHT,15,0.159,1.579,25.22,uart_speed2.csv
1767060847.55,RIGHT,22,0.221,1.611,25.22,uart_speed2.csv
1767060847.65,RIGHT,22,0.23,1.615,25.22,uart_speed2.csv
1767060847.77,RIGHT,24,0.242,1.621,25.22,uart_speed2.csv
1767060847.88,RIGHT,22,0.222,1.611,25.22,uart_speed2.csv
1767060848.0,RIGHT,26,0.265,1.633,25.22,uart_speed2.csv
1767060848.12,RIGHT,42,0.422,1.711,25.22,uart_speed2.csv
1767060848.23,RIGHT,62,0.623,1.812,25.22,uart_speed2.csv
1767060848.34,RIGHT,57,0.579,1.789,26.16,uart_speed2.csv
1767060848.46,RIGHT,36,0.37,1.685,26.16,uart_speed2.csv
1767060848.57,RIGHT,16,0.169,1.584,26.16,uart_speed2.csv
1767060848.69,STRAIGHT,0,0.0,1.5,26.16,uart_speed2.csv
1767060848.81,LEFT,19,-0.193,1.403,26.16,uart_speed2.csv
1767060848.93,LEFT,26,-0.263,1.368,26.16,uart_speed2.csv
1767060849.04,LEFT,29,-0.3,1.35,26.16,uart_speed2.csv
1767060849.16,LEFT,32,-0.322,1.339,26.16,uart_speed2.csv
1767060849.28,LEFT,33,-0.334,1.333,26.16,uart_speed2.csv
1767060849.39,LEFT,34,-0.343,1.328,25.78,uart_speed2.csv
1767060849.51,LEFT,34,-0.349,1.325,25.78,uart_speed2.csv
1767060849.62,LEFT,33,-0.334,1.333,25.78,uart_speed2.csv
1767060849.74,LEFT,26,-0.263,1.369,25.78,uart_speed2.csv
1767060849.86,LEFT,21,-0.216,1.392,25.78,uart_speed2.csv
1767060849.97,LEFT,26,-0.265,1.367,25.78,uart_speed2.csv
1767060850.16,LEFT,28,-0.283,1.358,25.78,uart_speed2.csv
1767060850.29,LEFT,31,-0.315,1.342,25.78,uart_speed2.csv
1767060850.42,LEFT,34,-0.348,1.326,22.5,uart_speed2.csv
1767060850.56,LEFT,37,-0.374,1.313,22.5,uart_speed2.csv
1767060850.68,LEFT,42,-0.423,1.289,22.5,uart_speed2.csv
1767060850.81,LEFT,45,-0.451,1.275,22.5,uart_speed2.csv
1767060850.95,LEFT,45,-0.451,1.274,22.5,uart_speed2.csv
1767060851.08,LEFT,44,-0.441,1.279,22.5,uart_speed2.csv
1767060851.21,LEFT,44,-0.445,1.278,22.5,uart_speed2.csv
1767060851.34,LEFT,44,-0.442,1.279,22.5,uart_speed2.csv
1767060851.45,LEFT,44,-0.441,1.28,23.15,uart_speed2.csv
1767060851.58,LEFT,44,-0.44,1.28,23.15,uart_speed2.csv
1767060851.7,LEFT,44,-0.445,1.278,23.15,uart_speed2.csv
1767060851.81,LEFT,45,-0.452,1.274,23.15,uart_speed2.csv
1767060851.94,LEFT,46,-0.461,1.269,23.15,uart_speed2.csv
1767060852.05,LEFT,45,-0.458,1.271,23.15,uart_speed2.csv
1767060852.17,LEFT,45,-0.456,1.272,23.15,uart_speed2.csv
1767060852.3,LEFT,46,-0.465,1.268,23.15,uart_speed2.csv
1767060852.41,LEFT,50,-0.503,1.249,25.1,uart_speed2.csv
1767060852.54,LEFT,48,-0.487,1.257,25.1,uart_speed2.csv
1767060852.66,LEFT,33,-0.333,1.333,25.1,uart_speed2.csv
1767060852.77,LEFT,17,-0.175,1.413,25.1,uart_speed2.csv
1767060852.9,STRAIGHT,0,0.0,1.5,25.1,uart_speed2.csv
1767060853.02,STRAIGHT,0,0.0,1.5,25.1,uart_speed2.csv
1767060853.13,STRAIGHT,0,0.0,1.5,25.1,uart_speed2.csv
1767060853.25,STRAIGHT,0,0.0,1.5,25.1,uart_speed2.csv
1767060853.36,STRAIGHT,0,0.0,1.5,25.1,uart_speed2.csv
1767060853.49,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060853.6,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060853.73,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060853.85,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060853.96,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060854.08,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060854.2,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060854.32,STRAIGHT,0,0.0,1.5,25.07,uart_speed2.csv
1767060854.45,RIGHT,8,0.085,1.543,24.91,uart_speed2.csv
1767060854.56,RIGHT,9,0.091,1.545,24.91,uart_speed2.csv
1767060854.68,RIGHT,8,0.09,1.545,24.91,uart_speed2.csv
1767060854.8,RIGHT,9,0.09,1.545,24.91,uart_speed2.csv
1767060854.91,RIGHT,10,0.101,1.55,24.91,uart_speed2.csv
1767060855.03,RIGHT,13,0.139,1.569,24.91,uart_speed2.csv
1767060855.16,RIGHT,15,0.153,1.576,24.91,uart_speed2.csv
1767060855.26,RIGHT,10,0.101,1.55,24.91,uart_speed2.csv
1767060855.38,RIGHT,17,0.171,1.586,24.91,uart_speed2.csv
1767060855.49,RIGHT,13,0.139,1.569,25.91,uart_speed2.csv
1767060855.6,RIGHT,10,0.106,1.553,25.91,uart_speed2.csv
1767060855.74,RIGHT,13,0.131,1.566,25.91,uart_speed2.csv
1767060855.85,RIGHT,14,0.143,1.571,25.91,uart_speed2.csv
1767060855.98,RIGHT,12,0.126,1.563,25.91,uart_speed2.csv
1767060856.09,STRAIGHT,0,0.0,1.5,25.91,uart_speed2.csv
1767060856.2,STRAIGHT,0,0.0,1.5,25.91,uart_speed2.csv
1767060856.32,STRAIGHT,0,0.0,1.5,25.91,uart_speed2.csv
1767060856.43,STRAIGHT,0,0.0,1.5,25.91,uart_speed2.csv
1767060856.54,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060856.66,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060856.77,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060856.88,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060856.99,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060857.1,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060857.21,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060857.33,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060857.44,STRAIGHT,0,0.0,1.5,25.8,uart_speed2.csv
1767060857.55,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060857.66,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060857.78,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060857.9,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060858.01,LEFT,10,-0.107,1.446,26.65,uart_speed2.csv
1767060858.14,LEFT,8,-0.088,1.456,26.65,uart_speed2.csv
1767060858.26,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060858.38,STRAIGHT,0,0.0,1.5,26.65,uart_speed2.csv
1767060858.5,RIGHT,8,0.081,1.541,25.32,uart_speed2.csv
1767060858.61,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060858.73,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060858.84,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060858.96,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060859.09,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060859.2,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060859.32,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060859.44,STRAIGHT,0,0.0,1.5,25.32,uart_speed2.csv
1767060859.56,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060859.68,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060859.79,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060859.91,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060860.03,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060860.15,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060860.27,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060860.38,STRAIGHT,0,0.0,1.5,25.64,uart_speed2.csv
1767060860.5,RIGHT,8,0.087,1.544,25.64,uart_speed2.csv
1767060860.62,RIGHT,10,0.106,1.553,25.44,uart_speed2.csv
1767060860.74,RIGHT,14,0.144,1.572,25.44,uart_speed2.csv
1767060860.86,RIGHT,14,0.144,1.572,25.44,uart_speed2.csv
1767060860.98,RIGHT,10,0.107,1.553,25.44,uart_speed2.csv
1767060861.09,RIGHT,9,0.09,1.545,25.44,uart_speed2.csv
1767060861.22,RIGHT,9,0.098,1.549,25.44,uart_speed2.csv
1767060861.35,STRAIGHT,0,0.0,1.5,25.44,uart_speed2.csv
1767060861.48,STRAIGHT,0,0.0,1.5,25.44,uart_speed2.csv
1767060861.59,STRAIGHT,0,0.0,1.5,24.67,uart_speed2.csv
1767060861.71,STRAIGHT,0,0.0,1.5,24.67,uart_speed2.csv
1767060861.81,STRAIGHT,0,0.0,1.5,24.67,uart_speed2.csv
1767060861.94,STRAIGHT,0,0.0,1.5,24.67,uart_speed2.csv
1767060862.05,RIGHT,12,0.129,1.564,24.67,uart_speed2.csv
1767060862.17,RIGHT,15,0.158,1.579,24.67,uart_speed2.csv
1767060862.29,RIGHT,15,0.155,1.578,24.67,uart_speed2.csv
1767060862.4,RIGHT,14,0.147,1.573,24.67,uart_speed2.csv
1767060862.53,RIGHT,15,0.15,1.575,24.67,uart_speed2.csv
1767060862.64,RIGHT,15,0.151,1.576,25.67,uart_speed2.csv
1767060862.76,RIGHT,16,0.167,1.584,25.67,uart_speed2.csv
1767060862.88,RIGHT,18,0.188,1.594,25.67,uart_speed2.csv
1767060863.0,RIGHT,22,0.223,1.612,25.67,uart_speed2.csv
1767060863.12,RIGHT,22,0.222,1.611,25.67,uart_speed2.csv
1767060863.23,RIGHT,19,0.191,1.595,25.67,uart_speed2.csv
1767060863.35,RIGHT,18,0.186,1.593,25.67,uart_speed2.csv
1767060863.47,RIGHT,22,0.223,1.612,25.67,uart_speed2.csv
1767060863.59,RIGHT,23,0.238,1.619,25.33,uart_speed2.csv
1767060863.71,RIGHT,22,0.229,1.614,25.33,uart_speed2.csv
1767060863.83,RIGHT,20,0.202,1.601,25.33,uart_speed2.csv
1767060863.95,RIGHT,18,0.187,1.594,25.33,uart_speed2.csv
1767060864.06,RIGHT,17,0.177,1.588,25.33,uart_speed2.csv
1767060864.19,RIGHT,17,0.172,1.586,25.33,uart_speed2.csv
1767060864.31,RIGHT,16,0.17,1.585,25.33,uart_speed2.csv
1767060864.43,RIGHT,16,0.168,1.584,25.33,uart_speed2.csv
1767060864.54,RIGHT,16,0.167,1.583,25.33,uart_speed2.csv
1767060864.66,RIGHT,16,0.165,1.583,25.15,uart_speed2.csv
1767060864.78,RIGHT,17,0.175,1.588,25.15,uart_speed2.csv
1767060864.9,RIGHT,17,0.18,1.59,25.15,uart_speed2.csv
1767060865.01,RIGHT,17,0.179,1.589,25.15,uart_speed2.csv
1767060865.13,RIGHT,17,0.173,1.586,25.15,uart_speed2.csv
1767060865.25,RIGHT,12,0.123,1.561,25.15,uart_speed2.csv
1767060865.37,RIGHT,10,0.102,1.551,25.15,uart_speed2.csv
1767060865.48,STRAIGHT,0,0.0,1.5,25.15,uart_speed2.csv
1767060865.58,LEFT,12,-0.12,1.44,25.15,uart_speed2.csv
1767060865.7,STRAIGHT,0,0.0,1.5,26.06,uart_speed2.csv
1767060865.81,RIGHT,14,0.144,1.572,26.06,uart_speed2.csv
1767060865.92,RIGHT,19,0.199,1.599,26.06,uart_speed2.csv
1767060866.05,RIGHT,11,0.117,1.559,26.06,uart_speed2.csv
1767060866.16,STRAIGHT,0,0.0,1.5,26.06,uart_speed2.csv
1767060866.28,STRAIGHT,0,0.0,1.5,26.06,uart_speed2.csv
1767060866.41,RIGHT,9,0.094,1.547,26.06,uart_speed2.csv
1767060866.53,RIGHT,10,0.108,1.554,26.06,uart_speed2.csv
1767060866.65,RIGHT,10,0.106,1.553,26.06,uart_speed2.csv
1767060866.76,STRAIGHT,0,0.0,1.5,25.23,uart_speed2.csv
1767060866.88,STRAIGHT,0,0.0,1.5,25.23,uart_speed2.csv
1767060866.99,STRAIGHT,0,0.0,1.5,25.23,uart_speed2.csv
1767060867.11,LEFT,8,-0.083,1.458,25.23,uart_speed2.csv
1767060867.22,LEFT,11,-0.118,1.441,25.23,uart_speed2.csv
1767060867.34,LEFT,13,-0.137,1.432,25.23,uart_speed2.csv
1767060867.45,LEFT,14,-0.15,1.425,25.23,uart_speed2.csv
1767060867.57,LEFT,15,-0.156,1.422,25.23,uart_speed2.csv
1767060867.68,LEFT,15,-0.159,1.42,25.23,uart_speed2.csv
1767060867.8,LEFT,20,-0.206,1.397,26.19,uart_speed2.csv
1767060867.92,LEFT,28,-0.285,1.358,26.19,uart_speed2.csv
1767060868.03,LEFT,32,-0.33,1.335,26.19,uart_speed2.csv
1767060868.14,LEFT,35,-0.353,1.323,26.19,uart_speed2.csv
1767060868.26,LEFT,36,-0.365,1.318,26.19,uart_speed2.csv
1767060868.39,LEFT,37,-0.371,1.315,26.19,uart_speed2.csv
